,Description,Belts,Personal.Injury,Property.Damage,Commercial.License,Commercial.Vehicle,State,VehicleType,Year,Make,Model,Color,Charge,Contributed.To.Accident,Race,Gender,Driver.City,Driver.State,DL.State,Arrest.Type,Violation.Type
60955,MODIFYING EXHAUST SYSTEM ON MOTOR VEH CAUSING EXCESSIVE NOISE EMISSION,No,No,No,No,No,MD,02 - Automobile,1997.0,HOND,2S,PURPLE,22609a,No,HISPANIC,F,NEW CARROLLTON,MD,MD,A - Marked Patrol,Warning
31003,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,No,No,No,No,No,MD,02 - Automobile,2007.0,MINI,COOPER,BLACK,13411d,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,Citation
50656,DISPLAYING REG PLATE ISSUED FOR OTHER VEHICLE,No,No,No,No,No,DC,02 - Automobile,2015.0,LINCOLN,MKS,BLACK,13411g,No,BLACK,F,SUITLAND,MD,MD,A - Marked Patrol,Warning
23247,PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,No,No,No,No,No,MD,02 - Automobile,2008.0,BMW,335I,WHITE,224123c,No,WHITE,M,NORTH BETHESDA,MD,MD,A - Marked Patrol,Citation
1150,DRIVING WHILE IMPAIRED BY ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2002.0,VOLK,JETTA,GREEN,21902b1,No,NATIVE AMERICAN,M,COLLEGE PARK,MD,XX,A - Marked Patrol,Citation
17575,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,IA,02 - Automobile,2012.0,TOYOTA,HIGHLANDER,WHITE,13409b,No,ASIAN,M,VEINNA,VA,IA,A - Marked Patrol,Citation
35078,Window Tint,No,No,No,No,No,MD,02 - Automobile,1991.0,HONDA,CIVIC,WHITE,61,No,HISPANIC,M,FREDERICK,MD,MD,A - Marked Patrol,SERO
40806,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMERG VEH,No,No,No,No,No,MD,02 - Automobile,2007.0,TOYT,CAMRY,BLACK,21405e1,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
55518,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2010.0,MITS,4S,TAN,13409b,No,BLACK,F,SILVER SPRING,MD,MD,L - Motorcycle,Warning
18048,KNOWINGLY DRIVING UNINSURED VEHICLE,No,No,No,No,No,GA,01 - Motorcycle,2002.0,HYUN,ELANTRA,BLUE DARK,17107a1,No,BLACK,M,CLEARWATER,FL,FL,A - Marked Patrol,Citation
69102,DRIVING ON HWY WITH OBSTRUCTED WINDSHIELD VIEW,No,No,No,Yes,No,MD,02 - Automobile,2005.0,MERCURY,GRAND MARQUIS,BLACK,211104c,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Warning
32942,STOP LIGHTS,No,No,No,No,No,MD,05 - Light Duty Truck,1998.0,TOYT,TK,GREEN DK,64,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,SERO
61231,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,1999.0,CHEVROLET,TAHOE,BLUE,21201a1,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Warning
5423,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,1999.0,MERZ,TK,SILVER,13401h,No,BLACK,F,TAKOMA PARK,MD,MD,A - Marked Patrol,Citation
10492,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,VA,02 - Automobile,2003.0,DODGE,TRUCK,BLUE,21201a1,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
33565,Taillights,No,No,No,No,No,MD,02 - Automobile,2002.0,MITS,TK,SILVER,56,No,OTHER,M,DERWOOD,MD,MD,A - Marked Patrol,SERO
66655,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,No,No,No,No,No,MD,02 - Automobile,2011.0,HONDA,ACCORD,SILVER,218011,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Warning
23938,EXCEEDING POSTED MAXIMUM SPEED LIMIT 48 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2007.0,MITSUBISHI,OUTLANDER,BLACK,218011,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
43354,FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2005.0,HONDA,ODYSSEY,GRAY,22226a,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol,Warning
63635,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2008.0,HONDA,CIVIC,BEIGE,13401h,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
61312,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,MD,02 - Automobile,2018.0,SUBARU,OUTBACK,BLACK,2111242d2,No,WHITE,M,TAKOMA PARK,MD,MD,A - Marked Patrol,Warning
19307,POSSESSING SUSPENDED LIC,No,No,No,No,No,MD,02 - Automobile,2012.0,HONDA,CIVIC,TAN,16301j,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
1542,FAILURE VEH TO YIELD INTERSECTION RIGHTOFWAY TO ANOTHER VEH,No,No,No,No,No,MD,02 - Automobile,2012.0,HOND,CIVIC,RED,21401,Yes,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
22823,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2003.0,NISSAN,350Z,SILVER,13401h,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
5052,DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,No,Yes,No,No,No,MD,02 - Automobile,2013.0,NISSAN,VAN,WHITE,21402a,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
59368,DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,02 - Automobile,2007.0,NISS,FRON TK,WHITE,22204f,No,ASIAN,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,Warning
46507,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,05 - Light Duty Truck,2002.0,CHEVY,BLAZER,RED,13409b,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,Warning
58810,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2008.0,HONDA,ACCORD,RED,21201a1,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,Warning
16244,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,No,No,No,No,No,MD,02 - Automobile,2013.0,MERCEDES,SUV,BLACK,21902a1,No,WHITE,F,LOUISVILLE,KY,MD,A - Marked Patrol,Citation
21020,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2000.0,ACURA,INTEGRA,SILVER,16101a,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
58321,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,Yes,No,No,No,No,MD,02 - Automobile,2018.0,TOYOTA,TACOMA,RED,218011,No,WHITE,F,DAMASCUS,MD,MD,Q - Marked Laser,Warning
40146,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,2002.0,ACURA,MDX,BLACK,13409b,No,OTHER,M,POTOMAC,MD,MD,A - Marked Patrol,Warning
17337,EXCEEDING POSTED MAXIMUM SPEED LIMIT 60 MPH IN A POSTED 40 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2013.0,HYUN,4S,SILVER,218011,No,BLACK,F,GERMANTOWN,MD,MD,Q - Marked Laser,Citation
3913,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2003.0,HONDA,CIVIC,SILVER,16101a,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Citation
66301,KNOWINGLY DRIVING UNINSURED VEHICLE,No,No,No,No,No,MD,02 - Automobile,2005.0,NISS,ALTIMA 4S,GOLD,17107a1,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
26144,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,No,No,No,No,No,VA,02 - Automobile,1998.0,HONDA,ACCORD,GREEN,2111242d2,No,WHITE,M,VIENNA,VA,VA,A - Marked Patrol,Citation
699,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,02 - Automobile,2002.0,FORD,CROWN VICTORIA,WHITE,16101a,No,BLACK,M,LANDOVER,MD,MD,A - Marked Patrol,Citation
63718,DRIVING VEH ON HWY WO REQUIRED MINIMUM EQUIPMENT,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,PRIUS,BLUE,23104,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
43456,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,05 - Light Duty Truck,2004.0,DODGE,TK,BLUE,218011,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,Warning
9789,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,2002.0,FORD,E150,WHITE,13401h,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
50531,FAILURE TO NOTIFY ADM OF ADDRESS CHANGE WITHIN 30 DAYS,No,No,No,No,No,MD,02 - Automobile,2002.0,HOND,CIVIC,BLUE,13414a,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
44128,DRIVER FAIL TO YIELD INTERSECTION RIGHTOFWAY TO VEH AFTER TURN ON RED,Yes,No,No,No,No,MD,02 - Automobile,2007.0,LEXUS,ES350,WHITE,21202k,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
11774,HOLDER OF LEARNERS PERMIT DRIVING WO REQ SUPERVISION,No,No,No,No,No,MD,02 - Automobile,2000.0,HONDA,ACCORD,WHITE,16105b1,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
23483,OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,No,No,No,No,No,MD,02 - Automobile,1997.0,HONDA,CIVIC,WHITE,13401b1,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
47181,UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,No,No,No,No,No,MD,02 - Automobile,1998.0,CHEV,VN,RED,13703g,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
31216,FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,No,Yes,No,No,No,RI,02 - Automobile,2014.0,TOYOTA,CAMRY,GRAY,21801b,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
9339,VEH DRIVER GIVING FALSE AND FICTITIOUS NAME TO UNIFORMED POLICE,No,No,No,No,No,MD,02 - Automobile,2005.0,TOYOTA,CAMRY,TAN,16112e,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Citation
18032,EXCEEDING MAXIMUM SPEED 70 MPH IN A POSTED 50 MPH ZONE,No,No,No,No,No,MD,05 - Light Duty Truck,2010.0,INFI,TK,BLACK,218011,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,Citation
21357,FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,Yes,No,Yes,No,No,MD,02 - Automobile,2003.0,TOYOTA,COROLLA,RED,21801b,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
64990,DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2009.0,NISSAN,370Z,RED,21309b,No,ASIAN,M,OLNEY,MD,MD,A - Marked Patrol,Warning
63182,DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,No,No,No,No,No,DC,02 - Automobile,2011.0,NISSAN,ALTIMA,GRAY,21204d,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,Warning
51169,FAILURE OF DR TO MAKE LANE CHANGE TO AVAIL LANE NOT IMMED ADJ TO STOPPED EMERG VEH,No,No,No,No,No,MD,02 - Automobile,2013.0,HYUNDAI,SONATA,GRAY,21405e1,No,ASIAN,F,BETHESDA,MD,MD,A - Marked Patrol,Warning
50890,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,No,No,No,No,No,MD,02 - Automobile,2012.0,TOYOTA,4S,BLUE DARK,219011b,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
67377,DRIVER WRITINGSENDINGREADING A TEXTELECTRONIC MSG WHILE OPER VEH IN TRAVEL PORTION OF HWY,No,No,No,No,No,MD,05 - Light Duty Truck,2000.0,MITS,TK,BLACK,2111241b,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
28643,EXCEEDING MAXIMUM SPEED 39 MPH IN A POSTED 30 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2015.0,MERCEDES,CL300,BLACK,218011,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,Citation
22301,FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2014.0,CHEVROLET,SILVERADO,SILVER,21301a,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,Citation
46607,DRIVER UNLAWFULLY ENTERING LEFT TURN LANE,Yes,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,COROLLA,GOLD,21309g,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
10817,KNOWINGLY DRIVING UNINSURED VEHICLE,No,No,No,No,No,MD,02 - Automobile,2002.0,JEEP,LIBERTY,RED,17107a1,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Citation
47585,DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE,No,No,No,No,No,MD,02 - Automobile,1996.0,FORD,2S MUSTANG,BLUE,21201a2,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Warning
6331,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,No,No,No,No,No,MD,05 - Light Duty Truck,1996.0,CHEV,PK TK,BLUE,13411a,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
54293,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,No,No,No,No,No,MD,02 - Automobile,2017.0,FORD,F150,BLACK,16116a,No,WHITE,M,OWINGS MILLS,MD,CO,A - Marked Patrol,Warning
40791,MOTOR VEH WO REQUIRED STOP LAMPS EQUIPMENT,No,No,No,No,No,MD,02 - Automobile,1999.0,TOYOTA,CAMRY,RED,22206a,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
27798,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,1999.0,HOND,4S,SILVER,21201a1,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,Citation
19492,LEFT TURN FROM IMPROPER ROAD POSITION,No,No,No,No,No,MD,03 - Station Wagon,2005.0,TOYOTA,COROLLA,BLUE,21601b,No,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,Citation
49330,FAILURE TO REMAIN STOPPED FOR STOPPED SCHOOL VEH OPERATING ALTERNATELY FLASHING RED LIGHTS,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYT,4S,GRAY,21706b,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
23509,EXCEEDING MAXIMUM SPEED 60 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2001.0,MERCEDES,SLK 230,RED,218011,No,WHITE,M,SILVER SPRING,MD,MD,Q - Marked Laser,Citation
22677,HOLDER OF LEARNERS PERMIT DRIVING WO REQ SUPERVISION,No,No,No,No,No,MD,02 - Automobile,1995.0,TOYOTA,COROLLA,WHITE,16105b1,No,BLACK,M,OWINGS MILLS,MD,MD,A - Marked Patrol,Citation
70082,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,No,No,No,No,No,MD,02 - Automobile,1999.0,JEEP,GRAND CHEROKEE,WHITE,218011,No,BLACK,F,SANDY SPRING,MD,MD,A - Marked Patrol,Warning
62467,DRIVER CHANGING LANES WHEN UNSAFE,No,No,No,No,No,MD,02 - Automobile,2001.0,HOND,ODYSSEY,SILVER,21309b,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
16482,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MD,02 - Automobile,1996.0,FORD,TAURUS,WHITE,13409b,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,Citation
35373,HEADLIGHTS,No,No,No,No,No,MD,02 - Automobile,2005.0,ACUR,2S,RED,55,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,SERO
66269,DRIVING VEH WO ADEQUATE REAR REG PLATE ILLUMINATION,No,No,No,No,No,MD,02 - Automobile,2014.0,MAZDA,3,RED,22204f,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,Warning
45792,FAILURE OF VEH ON HWY TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,No,No,No,No,No,MD,02 - Automobile,2009.0,TOYOTA,CAMRY,GOLD,222011,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
57675,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,2005.0,ACURA,TL,GRAY,16303c,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,Warning
51004,FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,No,No,No,No,No,MD,02 - Automobile,2003.0,CHEVROLET,510,GOLD,22226a,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
38003,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,No,No,No,No,No,MD,02 - Automobile,2014.0,TOYOTA,RAV4,GRAY,16112c,No,BLACK,F,UPPER MARBLORO,MD,MD,A - Marked Patrol,Warning
14527,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,No,No,No,No,No,MS,02 - Automobile,2001.0,CHEVROLET,SUBURBAN,TAN,13409b,No,HISPANIC,M,HARWOOD,MD,MD,A - Marked Patrol,Citation
412,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,2000.0,LINCOLN,4S,GOLD,16303d,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
22299,FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,No,No,No,No,No,MD,03 - Station Wagon,2017.0,HONDA,CRV,BLACK,21801b,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,Citation
58943,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,No,No,No,No,No,MD,02 - Automobile,1998.0,CHRY,CONCORDE,RED,13401h,No,BLACK,M,COLUMBIA,MD,MD,A - Marked Patrol,Warning
39617,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50 IN A 35,No,No,No,No,No,MD,02 - Automobile,2008.0,HONDA,FIT,RED,21801a,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,Warning
66795,DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,No,No,No,No,No,MD,02 - Automobile,2003.0,SATR,ION 4S,BLUE,21309d,No,BLACK,M,DAMASCUS,MD,MD,A - Marked Patrol,Warning
30187,EXCEEDING POSTED MAXIMUM SPEED LIMIT 50 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2016.0,TOYT,TK,WHITE,218011,No,WHITE,M,COLOMBIA,MD,MD,A - Marked Patrol,Citation
29749,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2014.0,MERCEDES,S350,BLACK,21201a1,No,BLACK,M,WOODBRIDGE,VA,VA,A - Marked Patrol,Citation
30088,EXCEEDING POSTED MAXIMUM SPEED LIMIT 45 MPH IN A POSTED 30 MPH ZONE,No,No,No,No,No,MD,02 - Automobile,2013.0,TOYOTA,COROLLA,SILVER,218011,No,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,Citation
50160,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,No,No,No,No,No,MD,02 - Automobile,2000.0,ACURA,4S,BLACK,21204b,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,Warning
37278,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,No,No,No,No,No,AL,02 - Automobile,2014.0,CHEV,IMPALA,WHITE,21204b,No,BLACK,M,KNIGHTDALE,NC,NC,A - Marked Patrol,Warning
68770,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2011.0,KIA,SUV,BLUE DARK,21201a1,No,ASIAN,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,Warning
9662,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17106 26204 26206 27103,No,No,No,No,No,MD,28 - Other,2004.0,NISS,TK,GRAY,16303h,No,HISPANIC,M,HYATTSVILLE,MD,MD,S - License Plate Recognition,Citation
30818,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,02 - Automobile,2013.0,NISS,SU,GRAY,21201a1,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,Citation
66287,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,MD,05 - Light Duty Truck,2005.0,FORD,F250,BLACK,21201a1,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,Warning
52415,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,No,No,No,No,No,VA,02 - Automobile,2000.0,HONDA,ACCORD,GOLD,21201a1,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,Warning
30567,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,2004.0,GMC,ENVOY,TAN,16303d,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
27384,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,No,No,No,No,No,MD,02 - Automobile,2006.0,FORD,FOCUS,BLACK,16303c,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,Citation
9823,DISPLAYING PERMITTING TO BE DISPLAYED REG PLATE ISSUED FOR OTHER VEHICLE,No,No,No,No,No,MD,05 - Light Duty Truck,1987.0,TOYOTA,PICK UP,BLACK,13411g,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,Citation
853,DRIVING WHILE LIC SUSP UNDER 16203 16206A2 FAIL TO ATTEND DIP 17106 26204206 27103,No,No,No,No,No,MD,02 - Automobile,2011.0,NISSAN,4S,WHITE,16303h,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
14820,DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,No,No,No,No,No,MD,02 - Automobile,2007.0,PONTIAC,G6 GT CN,SILVER,13411f,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,Citation
68093,DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,No,No,No,No,No,NY,02 - Automobile,2005.0,CHEV,TK,RED,21204d,No,WHITE,M,BINGHAMTON,NY,NY,A - Marked Patrol,Warning
22841,EXCEEDING MAXIMUM SPEED 44 MPH IN A POSTED 35 MPH ZONE,No,No,No,No,No,MD,28 - Other,2011.0,FORD,PU,GRAY,218011,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,Citation
14207,OPERATOR NOT RESTRAINED BY SEATBELT,No,No,No,No,No,RI,02 - Automobile,1998.0,HONDA,CIVIC,RED,224123b,No,WHITE,M,SILVER SPRING,MD,NH,A - Marked Patrol,Citation
20583,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,No,No,No,No,No,MD,10 - Transit Bus,2012.0,STARCRAFT,BUS,WHITE,16101a,No,BLACK,M,SEVERN,MD,MD,A - Marked Patrol,Citation
64813,FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,No,No,No,No,No,MD,02 - Automobile,2012.0,KIA,OPTIMA,WHITE,13411c1,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,Warning
21136,OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,No,No,No,No,No,MD,02 - Automobile,2010.0,TOYOTA,4DR,RED,22406i1,No,WHITE,M,GERMANTOWN,MD,MD,Q - Marked Laser,Citation
69996,SPEED GREATER THAN REASONABLE,No,No,No,No,No,MD,02 - Automobile,2014.0,MAZDA,TRUCK,SILVER,21801a,No,OTHER,F,WAHIAWA,HI,HI,E - Marked Stationary Radar,Warning
1585,FAILURE TO CONTROL VEH SPEED ON HWY TO AVOID COLLISION,No,No,No,No,No,MD,02 - Automobile,2000.0,AUDI,A6,GRAY,21801b,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,Citation
